"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경상남도","개인","복지용구","기관수[개]","개","93","95","103","106","112","117","116","115","119","121",
"경상남도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","2","3",
"경상남도","개인","시설","기관수[개]","개","84","91","92","95","98","106","108","113","117","126",
"경상남도","개인","시설","정원[명]","명","1417","1547","1626","1757","1983","2177","2444","2783","3053","3450",
"경상남도","개인","노인요양시설","기관수[개]","개","41","45","47","50","55","62","64","71","74","84",
"경상남도","개인","노인요양시설","정원[명]","명","1059","1160","1240","1372","1607","1797","2056","2413","2674","3078",
"경상남도","개인","노인전문요양시설","기관수[개]","개","1","","","","","","","","","",
"경상남도","개인","노인전문요양시설","정원[명]","명","9","","","","","","","","","",
"경상남도","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상남도","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상남도","개인","노인요양공동생활가정","기관수[개]","개","42","46","45","45","43","44","44","42","43","42",
"경상남도","개인","노인요양공동생활가정","정원[명]","명","349","387","386","385","376","380","388","370","379","372",
"경상남도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상남도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상남도","기타","계","기관수[개]","개","7","7","5","4","5","5","5","4","5","3",
"경상남도","기타","계","정원[명]","명","20","9","0","0","17","-","-","-","28","0",
"경상남도","기타","재가","기관수[개]","개","7","6","5","4","4","5","5","4","4","3",
"경상남도","기타","재가","정원[명]","명","20","0","0","0","0","-","-","-","0","0",
"경상남도","기타","방문요양","기관수[개]","개","5","5","4","4","4","4","5","4","4","3",
"경상남도","기타","방문목욕","기관수[개]","개","4","4","3","3","3","3","4","4","4","3",
"경상남도","기타","방문간호","기관수[개]","개","1","1","1","1","1","1","1","-","0","0",
"경상남도","기타","주야간보호","기관수[개]","개","1","0","0","0","0","-","-","-","0","0",
"경상남도","기타","주야간보호","정원[명]","명","20","0","0","0","0","-","-","-","0","0",
"경상남도","기타","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","기타","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"경상남도","기타","복지용구","기관수[개]","개","1","1","1","0","0","1","-","-","0","0",
"경상남도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상남도","기타","시설","기관수[개]","개","0","1","0","0","1","-","-","-","1","0",
"경상남도","기타","시설","정원[명]","명","0","9","0","0","17","-","-","-","28","0",
"경상남도","기타","노인요양시설","기관수[개]","개","0","0","0","0","1","-","-","-","1","0",
"경상남도","기타","노인요양시설","정원[명]","명","0","0","0","0","17","-","-","-","28","0",
"경상남도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상남도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상남도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상남도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상남도","기타","노인요양공동생활가정","기관수[개]","개","0","1","0","0","0","-","-","-","0","0",
"경상남도","기타","노인요양공동생활가정","정원[명]","명","0","9","0","0","0","-","-","-","0","0",
"경상남도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상남도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"제주특별자치도","계","계","기관수[개]","개","193","190","203","199","196","203","213","212","226","241",
"제주특별자치도","계","계","정원[명]","명","3844","4250","4525","4658","4666","4940","5096","5304","5536","5770",
"제주특별자치도","계","재가","기관수[개]","개","131","128","136","133","132","138","148","146","157","171",
"제주특별자치도","계","재가","정원[명]","명","615","744","894","1001","1093","1312","1439","1473","1623","1797",
"제주특별자치도","계","방문요양","기관수[개]","개","97","89","94","92","89","93","96","96","102","110",
"제주특별자치도","계","방문목욕","기관수[개]","개","88","81","85","85","81","82","81","79","82","84",
"제주특별자치도","계","방문간호","기관수[개]","개","9","8","9","9","9","8","8","9","8","10",
"제주특별자치도","계","주야간보호","기관수[개]","개","34","37","45","46","49","54","61","59","64","68",
"제주특별자치도","계","주야간보호","정원[명]","명","611","740","890","1001","1093","1312","1439","1473","1623","1797",
"제주특별자치도","계","단기보호","기관수[개]","개","1","1","1","0","0","-","-","-","0","0",
"제주특별자치도","계","단기보호","정원[명]","명","4","4","4","0","0","-","-","-","0","0",
"제주특별자치도","계","복지용구","기관수[개]","개","27","29","31","31","26","28","27","26","26","29",
"제주특별자치도","계","통합재가서비스","기관수[개]","개","","","","","","","","","1","0",
"제주특별자치도","계","시설","기관수[개]","개","62","62","67","66","64","65","65","66","69","70",
"제주특별자치도","계","시설","정원[명]","명","3229","3506","3631","3657","3573","3628","3657","3831","3913","3973",
"제주특별자치도","계","노인요양시설","기관수[개]","개","54","56","58","57","56","56","56","58","60","60",
"제주특별자치도","계","노인요양시설","정원[명]","명","3160","3453","3553","3577","3501","3547","3576","3759","3832","3883",
"제주특별자치도","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"제주특별자치도","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"제주특별자치도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"제주특별자치도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"제주특별자치도","계","노인요양공동생활가정","기관수[개]","개","8","6","9","9","8","9","9","8","9","10",
"제주특별자치도","계","노인요양공동생활가정","정원[명]","명","69","53","78","80","72","81","81","72","81","90",
"제주특별자치도","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"제주특별자치도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"제주특별자치도","지방자치단체","계","기관수[개]","개","","","1","1","1","1","1","2","3","4",
"제주특별자치도","지방자치단체","계","정원[명]","명","","","80","80","80","80","80","128","188","214",
"제주특별자치도","지방자치단체","재가","기관수[개]","개","","","0","0","0","-","-","-","1","2",
"제주특별자치도","지방자치단체","재가","정원[명]","명","","","0","0","0","-","-","-","40","65",
"제주특별자치도","지방자치단체","방문요양","기관수[개]","개","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","방문목욕","기관수[개]","개","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","방문간호","기관수[개]","개","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","주야간보호","기관수[개]","개","","","0","0","0","-","-","-","1","2",
"제주특별자치도","지방자치단체","주야간보호","정원[명]","명","","","0","0","0","-","-","-","40","65",
"제주특별자치도","지방자치단체","단기보호","기관수[개]","개","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","단기보호","정원[명]","명","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","복지용구","기관수[개]","개","","","0","0","0","-","-","-","0","0",
"제주특별자치도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"제주특별자치도","지방자치단체","시설","기관수[개]","개","","","1","1","1","1","1","2","2","2",
"제주특별자치도","지방자치단체","시설","정원[명]","명","","","80","80","80","80","80","128","148","149",
"제주특별자치도","지방자치단체","노인요양시설","기관수[개]","개","","","1","1","1","1","1","2","2","2",
